Name,Date,Rating,Title,Content
Martin McCormick,2025-02-08T13:31:53.000Z,4,Good range of equipment and plenty of…,Good range of equipment and plenty of space.  Quite friendly.  At busy times equipment gets busy.
Anders,2025-02-08T13:15:35.000Z,4,Anders,Ok - misses good dressing room
Dee Ower,2025-02-19T15:57:05.000Z,5,Easy online process to join…,Easy online process to join the streatham gym. Looking forward to my first session.
Don Tovey,2025-02-08T13:09:10.000Z,5,Very nice Gym experience.,Easy to join online. We to to gym for 1st time yesterday and found it clean and a pleasant environment. Plenty of equipment to use and not to crowded which meant no queuing. Showers good and changing room very clean. Very good value for money. Staff also helpful when I asked a couple of questions.
JB,2025-02-08T12:46:00.000Z,4,Brilliant gym and fantastic staff,Brilliant gym and fantastic staff. Classes are great some of the 5:30pm ones are a challenge to get to after work but that’s quite minor in the grand scheme.
Kirstin,2025-02-08T12:24:10.000Z,5,Simple and quick to join up,Simple and quick to join up
Sarah,2025-02-08T12:21:45.000Z,5,Megan was highly quick to respond and…,Megan was highly quick to respond and very thoughtful - thank you!
George Waldron,2025-02-08T12:00:18.000Z,1,Discount Codes Don't Work,I used a discount code THE SOCIAL to receive a free day pass but was still charged £8.99. This was despite the end screen showing a charge of £0.
Fergus,2025-02-08T10:42:25.000Z,1,Not at all obvious which gyms I can…,Not at all obvious which gyms I can access or not Cannot amend membership to include other gyms due to billing cycle Cannot buy a day pass whilst signed into an active membership elsewhere£15 for a day pass is extortionate given the low quality of puregyms
James,2025-02-08T08:24:57.000Z,1,awful,Awful experience. Awful gym
Customer,2025-02-08T05:23:20.000Z,5,Great Place to improve yourself,"Awesome gym to start out with, plenty of machines, free weights and classes to do😁 life wouldn't be the same for me without this place personally for me. Defo reccomend👍🏻 plus, it's 24 hours so even better for the night workers"
Mr SIUAR OZGUN,2025-02-08T02:14:41.000Z,5,It was amazing thanks.,N/A
customer,2025-02-08T01:00:03.000Z,3,Really good experience,Really good experience
ANDY MARTIN,2025-02-07T23:52:41.000Z,4,good gym,"gym very good  and clean sadly for me the showers let  the gym down the shower area is cold, the showers themselves could have the water warmer and some of the shower timing buttons are very short that you need to keep hand on them to get a good flow they do need to be longer"
Lily  Smith,2025-02-07T23:49:59.000Z,5,Letchworth PureGym,"Lovely new gym! Great equipment, friendly people and loads of weights various sizes etc. I wasn’t waiting to go onto any machines, but obviously that depends on the time you go. Overall very happy with my experience and I’m going to get a membership long-term"
Adam Edwards,2025-02-07T23:42:15.000Z,4,Straight forward done in no time,Straight forward done in no time
Tina Wyche,2025-02-07T22:25:38.000Z,5,This is ideal for me as I live in the…,This is ideal for me as I live in the area no need to drive as its walking distance . The staff are very approachable and happy to help 😀 and helpful with the equipment overall I'm very happy
customer,2025-02-07T22:05:32.000Z,1,Soon as payment was successful my…,Soon as payment was successful my account got suspended
Pamela Manley,2025-02-07T21:52:48.000Z,5,Everything you need in a gym and very…,Everything you need in a gym and very clean and well spaced out.
customerB,2025-02-07T21:51:24.000Z,5,It was very accessible,"It was very accessible, clean and user friendly"
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Lilt,2025-02-07T21:38:10.000Z,4,ABSOLUTELY AMAZING!!,N/A
Tracy Nelson,2025-02-07T21:00:27.000Z,1,Not a great first impression…,There are no working toilets availble today. I came out of my way to get here. I guess this is going to be a very short workout. What toilets are your staff using
STEVEN CROSS,2025-02-07T19:05:02.000Z,1,hi.My son has booked me a day pass for…,"hi.My son has booked me a day pass for today.PIN number hasnt came in yet So we have paid for two tickets only one pass has came in..wheres my pin???We cant ring up..My son has sent an email of course no reply.Get a few real staff for these type problems.We sometimes get day passes for Brislington,Filton,My pass is late.Always.I am meeting two friends today there plus my son.Not much of the day left no.Bad service.If i pay for day pass send it straight away,At least have a phone number we can call easily available"
Robin Page,2025-02-07T18:58:23.000Z,5,The brand new Swanley gym is great,"The brand new Swanley gym is great. Plenty of friendly helpful staff on hand, and lovely atmosphere."
Miss Thomlinson,2025-02-07T18:28:19.000Z,5,Very easy process,N/A
MR GOPESH CHANDA,2025-02-07T18:07:50.000Z,5,My meetings with the management who…,My meetings with the management who were both super friendly and professional and left me feeling that they will support me as much they can do. Very positive and welcoming 🙏🏼 😊
Mr Usman Butt,2025-02-07T17:57:19.000Z,1,I am getting sick of the level of…,I am getting sick of the level of service I am getting - I have two pure gym plus memberships for both my sons who nominated me for buddy pass and I keep getting one activated and other cancelled despite using two different email addresses as advised - this is pathetic ad I keep ongoing in circles
Judith Weston,2025-02-07T17:59:45.000Z,3,Insufficient trainers to cover classes,"Having been a member of the Grantham gym for a couple of years it is increasingly noticeable that this gym has difficulties retaining staff. Since Christmas there is insufficient cover for the 6.15am class on Fridays. A couple of classes were moved to 7.15am which is too late for most of us attending the early classes, one was cancelled, but today it was scheduled go ahead but no trainer turned up. Very frustrating for those of us who made the effort to be there and ended up doing our own thing instead."
Ola VINCENT,2025-02-07T17:35:38.000Z,5,clear directions,The advisor provided clear and direct information that was helpful.
Mick McKigney,2025-02-07T17:26:00.000Z,4,Gym equipment excellent,Gym equipment excellent. Showers and changing rooms (mens) are in worn and poor condition.
Martin Butler,2025-02-07T17:19:33.000Z,5,Love PureGym ThankYou Guys,N/A
Kathleen Rigg,2025-02-07T16:22:48.000Z,5,Not to busy at the time i went,"Not to busy at the time i went. Managed to get on eveything i needed. Clean environment and changeing area. Only downside was screws falling off my machine, and no one around to make them aware of the safety issue"
Mr W Miles,2025-02-07T16:10:47.000Z,5,"Open 24 hours,easy access","Open 24 hours,easy access, lots of equipment to use"
chris williams,2025-02-07T15:19:46.000Z,5,Easy to use,"Easy to use, easy to join, not much else to add"
VT,2025-02-08T09:55:08.000Z,1,Gave up trying to join,"I was looking to join a local gym but based on some questionable reviews I decided to visit first.  It took 3 different visits to actually get access during normal hours. First time no answer.  Second time buzzer was ignored by the person at the desk.  Third time ok and decided to join as I was told I could join and access that day,I tried to join but although they took my money the system said there was an error.  Had to email member services who just said wait up to 14 days for our refund and try again.  No follow through or offer to resolve.  They had my money and DD details but I could not access the gym. In common with other reviews PureGym seem to have IT issues.Member services - please don't say I should contact you; you didn't offer any service. I brought these failings to the attention of 2 member of senior management but no response at all.  It's a numbers game; don't expect any customer service."
dagmara,2025-02-07T13:25:03.000Z,1,Extremely  disappointed,Extremely  disappointed.  I.froze my membership and they charged  me.anyway. No.possibility to.talk over the phone. Cheating on customers
Terry,2025-02-07T12:45:37.000Z,5,Great value for money,"Great value for money , a good no nonsense gym"
varnikhaa sree,2025-02-07T12:09:55.000Z,5,Comfortable,Comfortable
customer,2025-02-07T12:05:11.000Z,5,Great expirience,Great expirience
Manuela,2025-02-07T10:49:14.000Z,4,"Nice gym, but..","Lovely gym, good range of available equipment, nice facilities (changing rooms, showers, etc.). Wide range of courses and timetable, nice atmosphere. Only downside that needs to be noticed is that a few times, despite booking the courses starting at 6.30am, there was a no-show of the teacher, leaving everyone very disappointed."
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
TINA Nolan,2025-02-07T10:29:24.000Z,5,Wouldn't go anywhere else.,"Great place to train, friendly and professional staff and personal trainers. Good atmosphere.  Effective management team that listen to clients."
Martin Frost,2025-02-07T07:27:54.000Z,3,PureGym Lite,"Prior to Alfreton PureGym opening my membership included 311 sites across the UK. It’s needed as I travel up and down the country throughout the week. Alfreton is currently closer to my main base though so the convenience is good for me, but I had to pay an extra £7 (£34 a month) to access it. To my disappointment it is more a PureGym Lite than a full PureGym experience. No dedicated changing rooms, no hydration station, limited equipment and very little space. The location is good, but to charge what they charge is hard to stomach when places like CastleMarina is four times as big and costs less.Going forward they need to bring the price down, and put in an hydration station. After all, what’s the point of the + membership if you don’t even have the basics of a real PureGym experience."
Victoria R,2025-02-07T07:08:15.000Z,5,Joining the gym,Took 5 mins! Really simple to navigate and join. App downloaded quickly and is easy to use and lots of advice for all levels of fitness. Gym opening in March - looking forward to going.
Sara Kilborn,2025-02-07T07:01:14.000Z,5,"Good website ,clear and easy to…","Good website ,clear and easy to understand"
customer,2025-02-07T00:58:48.000Z,5,my review,Very good deal for signing up and a good majority of things to use
Mr Balaji Ramamurthy,2025-02-07T00:53:07.000Z,5,Seemless application,Seemless application
Maz,2025-02-08T14:34:18.000Z,5,Wesley T Professional Trainer - The hidden Gem in London St Pauls,"There are trainers and there are professional trainers who know structure, form and strength.  It is an art form to be able to train and conduct a class.  He cares for all people in the class and adds a personal training touch to each individual.  I have been attending Pure Gym for nearly a year.  He is the stand out trainer.  All the classes are very good but it is his way of training, there is no ego.  His technical knowledge in regards to muscle and weight training is very advance.  His classes have structure, form and flow - the exercises run into each other seamlessly.  The whole body is worked in a format that is balanced.  He is very experienced, consistent and reliable.  What you see with Wesley is what you get -  A trainer who has a heart, is meticulously professional and a cut above everyone else.  An asset to the Gym. I have never had an injury and my body shape has changed and become stronger, leaner - slow and steady is his method.  Wesley's friendly approach and work ethic makes everyone feel welcome and at ease.  Don't be fooled you are there to work.  I hope his classes continue. I have learnt so much.  Thank you.  He is my choice for a personal trainer eventually;  I just have to work a little harder....  Pure Gym - London St Pauls really is great on all levels. But Wes is a class act."
